pdb_id,chain,split,cv_batch,n_residues,n_binding,row_hash
1s3z,A,training,2,147,13,ae39a028
1s4m,B,val,0,272,9,c86ac650
1s4o,A,training,5,335,13,0865cdc3
1s5o,A,training,4,591,6,078f8dc3
1s68,A,training,4,233,8,8ad47d02
1s6r,A,val,0,359,6,bdcfd53f
1s7g,C,training,2,252,19,bca613b3
1s7n,A,training,3,177,15,e31fa482
1s8f,A,training,5,168,14,a52f7dfe
1s9p,C,testing,0,219,10,30bc295d
1saz,A,training,2,363,11,0f013bfd
1sb8,A,training,5,341,36,1d1e34b1
1sbz,A,val,0,172,10,6f3448f5
1sc6,D,training,4,376,17,02c91dee
1scn,E,testing,0,274,7,1a37b364
1sdw,A,testing,0,312,21,3ffbafab
1ses,A,testing,0,421,14,d0e8c12b
1sff,A,testing,0,425,10,fea9f699
1sfj,A,training,3,227,8,286fefd8
1sg4,B,training,3,258,15,5beefb57
1sg6,B,training,1,378,16,236b87c8
1si8,A,training,3,474,18,ee758c67
1sjd,A,training,1,367,10,309abfea
1sjw,A,testing,0,142,9,6f89165f
1skj,A,training,3,102,9,3af7c7eb
1sm4,A,training,3,296,17,414995eb
1snn,A,val,0,219,11,d9ad8065
1sny,A,training,4,241,21,28a036cd
1so2,C,val,0,372,11,3564ab9a
1sox,A,val,0,463,11,9d2783c6
1sq5,A,training,5,302,15,639f03ec
1sqf,A,training,1,425,13,4794f0c1
1sqi,B,testing,0,342,11,c316651c
1sr7,A,val,0,249,14,20bfef45
1sr9,A,training,3,562,5,fee9fc05
1sst,A,training,1,233,16,08f35fb2
1st0,A,testing,0,300,15,f5b53530
1su2,B,testing,0,159,8,df705139
1svm,B,training,2,362,12,0ed7a746
1sw0,B,testing,0,247,10,cacfb9d9
1sww,A,val,0,257,8,a3c1545a
1sy7,A,training,3,698,21,73d489f3
1sz0,A,val,0,417,8,f35d4833
1szo,K,training,1,249,8,740ed00b
1t0i,A,training,3,185,12,6bbc5efa
1t10,A,val,0,556,6,cfb5d77b
1t3i,A,training,5,406,17,6b0b93b7
1t47,A,training,4,362,11,90312da7
1t5c,A,testing,0,322,15,72957615
1t7i,A,training,3,99,8,b32ec56d
1t7p,A,training,1,662,10,c8d4cc00
1t7q,A,training,3,599,18,7894e1d5
1t7r,A,training,3,250,6,d4c269b5
1t91,A,training,1,176,18,ddeb23a8
1t93,A,val,0,403,24,a502294a
1t9d,A,training,3,596,33,5cf4a18c
1t9m,A,training,5,204,11,7814d789
1tad,A,training,3,316,21,db724233
1tc2,B,training,5,196,15,662a238a
1tcw,A,training,2,99,6,c626e5b2
1td2,A,training,4,287,7,5372513d
1td7,A,training,3,119,8,7b23a9d2
1tf9,A,val,0,275,12,1ba3d2ed
1the,B,training,1,253,9,02f7ae22
1thn,C,training,3,136,13,1a91c954
1tip,A,training,4,190,6,9eb5501f
1tiq,A,testing,0,166,20,24f5697d
1tku,A,training,5,196,8,f05f7b87
1tmo,A,testing,0,794,25,5042bd73
1tq4,A,training,4,396,11,0ad65e61
1tqh,A,training,5,242,5,70f31691
1trb,A,training,1,316,26,60049a0f
1try,A,training,4,224,5,1c452e16
1tu8,A,training,4,208,10,af22a65f
1tv4,A,testing,0,457,11,57a45778
1tv8,A,training,2,327,10,94ac523a
1twi,A,training,3,434,11,dc0fecdc
1tx2,A,val,0,269,9,cdd1a21a
1txz,A,training,1,249,19,ba4a9865
1ty9,B,training,4,207,15,4fff1aa9
1tyu,A,val,0,543,11,0ed401d0
1tzd,A,training,1,236,6,6fd6ed01
1tzf,A,training,2,251,12,f0048a84
1tzj,A,training,1,331,20,4800f1d5
1u08,B,training,3,378,12,2978ca0f
1u0j,A,training,2,261,11,dd97aa33
1u1g,F,training,5,250,9,bce8a514
1u1j,A,training,2,728,6,eaa93e60
1u1w,A,training,1,278,10,134d50d6
1u26,A,training,4,314,20,c9b35d6a
1u29,A,training,5,119,9,94f87ed7
1u2z,B,testing,0,379,12,6504b8c3
1u3d,A,training,3,485,25,27cb624a
1u3f,A,training,1,164,9,120c5021
1u3t,B,training,2,374,19,b7312fd7
1u3u,B,training,1,374,23,6ef482fd
1u3w,B,training,1,374,23,2546975f
1u59,A,training,1,282,13,243f7831
1u5r,A,training,5,308,10,3d728bac
1u5u,A,training,2,366,17,2e4aca22
1u6r,B,testing,0,380,20,de42ffce
1u6s,A,training,1,334,21,3f3c830f
1u7t,C,testing,0,255,28,dd962b1c
1u7z,B,training,1,218,21,4db05e0b
1u8f,P,testing,0,333,16,e5cd7b92
1u8v,A,val,0,490,13,7e66ef5f
1u8x,X,training,4,420,21,a7b23bc7
1u8z,A,testing,0,165,15,d14ca3e7
1ua4,A,training,5,454,9,5abf026f
1ua7,A,training,5,422,6,ce843036
1ub3,A,training,4,211,7,60810461
1ubw,A,training,1,348,7,68ef35dc
1uca,A,training,2,190,7,fd60a4f2
1udh,A,training,5,228,6,cb0256f9
1udy,D,training,2,385,34,f1ed2177
1ued,A,training,3,391,17,a5edc6b4
1uhe,A,training,2,97,7,8140d605
1uhk,A,val,0,191,17,fa4c0fe4
1uhv,A,training,3,500,9,d6d8590e
1ui0,A,training,4,192,7,ee7396b2
1uj2,B,val,0,213,21,4e14e99c
1uj6,A,val,0,221,11,8a1fabad
1ukz,A,training,2,196,20,70c38109
1uli,A,training,2,424,7,07e50ab3
1um0,D,training,1,365,12,39813b41
1umg,A,training,5,359,14,1fde5cdf
1umk,A,training,3,271,16,fa680476
1ump,A,training,3,619,16,0f647084
1unb,A,val,0,288,16,9cef0d1d
1unq,A,val,0,117,9,a8cc8855
1uod,A,training,1,336,10,d4866ed0
1uou,A,training,4,438,9,08014332
1up7,C,val,0,409,23,75f46f23
1uqt,A,training,2,452,16,ab6d0c8b
1ur1,A,training,1,346,7,03284c1b
1ur5,A,training,5,298,15,77f07a21
1ur9,A,training,2,497,10,776a65dc
1us0,A,training,4,313,36,d2417d4f
1usr,A,training,4,447,8,20b28428
1ute,A,training,1,302,7,6f08229a
1uu1,A,training,2,329,14,da707cb0
1uvk,A,testing,0,664,5,e0dc826e
1uwc,A,training,2,261,8,8783ff5f
1uwk,A,training,1,554,30,ce3a04be
1uwz,A,testing,0,130,8,d38ec5e8
1uxu,A,testing,0,499,29,7dafb2ed
1uxy,A,training,5,340,38,52f107c8
1uz4,A,training,1,410,9,0c8f2cd6
1uzn,A,training,1,239,9,a4e03526
1v08,B,training,3,490,10,d6d70c06
1v0j,A,training,2,388,26,738ee618
1v0l,A,training,3,302,8,2a51e602
1v0o,B,training,4,274,11,250e08c5
1v1a,A,training,2,301,17,8717692d
1v25,A,training,1,491,13,0a2d71e5
1v2a,A,val,0,208,8,f530e597
1v2d,A,training,2,365,12,736e7895
1v2x,A,training,5,191,13,b293123c
1v39,A,training,2,291,21,e32b104e
1v3e,A,val,0,431,9,6534d4a1
1v3v,B,training,3,328,22,d93c060b
1v47,B,training,2,343,12,14ab69f8
1v7c,A,training,4,351,19,681ade18
1v7z,A,training,5,257,10,b9d35195
1v84,A,training,5,245,10,6187b7d5
1v8b,B,training,3,476,26,58bf51fb
1v8m,A,training,3,159,8,4df58c21
1v9a,A,training,2,219,12,2cf9929c
1v9y,A,training,2,103,10,5bc4cccd
1va6,A,training,4,507,24,c671a1b9
1vbh,A,training,5,862,7,f6287a50
1vfr,A,training,5,217,11,fa2b5642
1vfs,B,training,2,381,10,2a24352a
1vg8,B,val,0,179,19,bcb7f239
1vgv,B,training,5,363,14,3aea2b8e
1vhn,A,training,3,299,13,00d62f9e
1vht,C,testing,0,189,14,738c05c2
1vhw,A,training,3,237,8,e34582bc
1vi0,A,training,4,184,11,26ea5998
1vi2,A,training,5,274,13,3199e0bd
1vj7,B,training,1,310,17,03cbc97d
1vpe,A,training,5,398,15,18d17c06
1vq2,A,training,5,173,13,fcf327ef
1vr0,C,val,0,230,7,fb086bfb
1vrl,A,training,1,346,5,d981c156
1vrp,B,training,1,374,17,b5589ef6
1vsv,A,training,4,338,17,57525ac7
1vyr,A,training,1,363,15,30936a9f
1vzg,A,training,4,125,6,156aaead
1w07,A,training,1,655,22,55fe77b1
1w0h,A,training,5,194,7,e8976c56
1w1o,A,testing,0,479,26,27458b39
1w23,A,training,4,360,8,c0369d53
1w2l,A,training,3,97,17,56b70e84
1w2y,A,training,4,226,14,676c5ac4
1w2z,A,training,1,641,5,4772e5cd
1w3i,A,training,2,293,8,eda0a43c
1w3l,A,training,2,300,9,011ec54c
1w4r,A,training,2,174,21,10b3a631
1w4x,A,training,4,533,21,e0aceff7
1w55,A,training,5,369,5,7b02a6df
1w5s,B,training,4,396,12,f066eac0
1w66,A,training,2,218,7,1c6a33f3
1w68,A,training,4,281,6,ac96738d
1w6f,A,training,3,273,7,715206a2
1w6k,A,training,1,725,13,18d0afb3
1w6s,A,training,3,595,14,8fa2b182
1w6u,C,val,0,286,27,253a79f1
1w78,A,training,2,413,26,99ac36f4
1w7j,A,training,4,752,12,939bcdc7
1w85,A,testing,0,358,12,6688038a
1w8s,A,val,0,250,13,4d24577d
1w96,B,training,1,542,9,2abf346f
1w9t,A,training,1,134,5,853a388d
1wa3,A,training,1,202,6,7e9293c3
1wb5,A,training,1,283,7,c10bd94c
1wb9,A,training,4,788,9,dec29902
1wc3,A,training,1,198,16,83e245a6
1we1,B,training,1,222,11,b940b4d3
1wht,A,training,5,256,9,220d2358
1wk8,B,training,2,187,12,eaea370f
1wk9,A,val,0,143,10,85df3519
1wl4,A,testing,0,393,10,3baa6e3e
1wle,B,training,3,469,16,ac09375c
1wlj,A,training,3,168,6,c11906a7
1wm1,A,training,4,313,10,bd7d7c06
1wma,A,testing,0,275,25,e4f8de43
1wms,A,training,3,170,14,3e34e54a
1wn3,F,training,4,116,10,d25fb9fc
1wnb,C,training,4,474,18,dc623eba
1wng,A,training,1,265,14,74711ae6
1wop,A,training,5,362,24,53e30e0c
1wov,B,training,5,242,15,6e193eac
1wpc,A,training,5,481,7,67bcb82d
1wql,A,training,5,436,7,1ee40b65
1ws1,A,training,3,151,13,245485d3
1wtc,A,testing,0,318,17,18ebb36d
1wur,A,training,5,185,13,25e8760b
1wuw,A,training,3,45,5,f5eca027
1wvf,A,training,1,515,26,928727fd
1wvg,A,training,1,352,28,75354f2d
1ww5,A,val,0,160,5,f61b3101
1wx4,A,training,5,273,5,4fff6184
1wxi,A,training,5,261,8,46e3a437
1wyu,B,training,5,473,10,e942d57d
1wzd,A,training,3,209,13,68b41ef2
1x14,B,training,1,364,10,e8b9ce8d
1x1i,A,testing,0,752,5,8ccb0b8c
1x1t,A,training,2,236,21,565e2d78
1x1z,A,training,4,215,9,5f99aaac
1x54,A,training,5,434,17,5699f9ee
1x7d,A,training,2,332,26,de8a2f99
1x82,A,training,1,185,10,956a9c2a
1x8d,A,val,0,104,5,4622ef6f
1x8p,A,training,4,184,14,1d91f1c3
1x8v,A,training,4,429,19,673d1c0d
1x92,B,training,4,197,9,a8535fb4
1x9i,A,training,3,300,11,620fb1ae
1xa4,B,training,4,384,12,64c42e03
1xah,A,training,5,323,24,6b2f3ba3
1xcj,A,training,3,229,22,68cc2dec
1xd3,C,training,2,227,5,38d27470
1xdn,A,training,4,262,13,c5efb340
1xdp,A,val,0,687,11,0184f8ce
1xey,B,training,5,449,9,d550ae1c
1xez,A,training,1,663,7,a3ccb860
1xg3,A,val,0,288,6,86b7c2b9
1xhf,A,training,1,117,6,2334410c
1xim,A,training,4,392,6,a1dd79fa
1xiu,A,training,1,221,10,7e7a64e0
1xjd,A,training,4,280,16,a7803461
1xk5,A,training,4,204,9,a7f3e140
1xkd,A,training,5,427,20,a03e19b1
1xkl,B,testing,0,247,10,c97a4c90
1xkv,A,training,3,515,9,245cceab
1xkw,A,training,5,655,9,d25bce22
1xl8,B,training,4,583,9,bda5462d
1xlr,A,training,1,164,16,25ec6ce1
1xng,A,training,3,255,28,e0f3b6de
1xnj,B,training,4,590,35,ab77693b
1xnk,A,training,2,190,5,5b830f3e
1xoz,A,training,5,326,8,fc7f2b06
1xp8,A,training,1,298,12,c47911a9
1xpy,C,val,0,370,8,e6dcb262
1xqp,A,val,0,252,14,ff87003d
1xr2,A,val,0,715,6,cc982f04
1xrl,A,training,1,290,9,140d559e
1xs1,F,training,2,193,11,9c982b93
1xtt,A,training,4,215,13,36eebfa0
1xu9,C,testing,0,258,23,947b758f
1xv5,A,training,3,399,11,74574ab1
1xva,B,training,5,292,8,55ab840c
1xvb,B,testing,0,510,26,959e2fa5
1xwk,A,training,1,217,13,99fc3b29
1xym,A,training,3,386,6,513fcabb
1y1p,A,val,0,342,18,f7596bbf
1y20,A,training,1,287,8,a85c413c
1y21,A,training,2,280,17,052a9f5b
1y2k,A,training,5,326,10,348d0116
1y4l,A,training,5,121,11,9ca19c31
1y60,C,training,1,168,15,34a3ef6d
1y7t,A,val,0,327,16,967a7e01
1y8o,A,testing,0,374,7,02ad9a6e
1yaa,A,training,1,412,11,6bc2235c
1yag,A,training,5,372,17,f156ea4c
1yat,A,training,5,113,7,59724df1
1yb6,A,training,1,256,8,5d35ceab
1ybh,A,training,3,581,27,174f9a33
1ybq,B,training,3,388,10,225d7413
1ybu,D,training,4,166,5,f5332832
1ycd,A,testing,0,237,6,a331a14f
1yf3,B,training,2,249,15,b79984c6
1yfd,A,val,0,340,6,6b579b4b
1yfr,B,training,4,448,9,2366b5df
1yfz,A,training,4,178,6,151f71c9
1yhl,A,training,1,362,17,c945f9e3
1yid,B,training,4,331,8,8bdc5097
1yiq,A,training,5,684,33,0b70ff63
1ykd,A,training,1,383,19,0a86d64c
1ylh,A,training,2,524,5,70d491b6
1ym1,A,training,3,263,12,c3139114
1ymt,A,training,5,235,15,893b1577
1ynh,B,training,2,440,11,50a0ca4f
1yns,A,training,2,254,8,163767d8
1yon,A,training,2,292,11,ddc93aac
1yp2,A,val,0,428,6,4b5ba447
1yq9,H,training,2,530,11,df057cb0
1yqd,A,training,5,359,25,375b5e2e
1yqz,A,val,0,437,31,e6dff5d9
1yrb,B,training,3,260,12,002494ad
1yro,D,training,5,272,25,ee14633e
1ys1,X,training,5,320,6,9c6add4f
1ys4,A,training,2,338,16,90028de4
1ysl,B,training,5,383,17,3b03dd68
1ytm,A,training,4,517,16,36dab285
1yum,A,val,0,212,5,40f4bf57
1yvf,A,training,3,564,9,8d206f69
1yvx,A,training,5,548,9,2b9dc484
1yyq,B,training,2,351,8,593ac2da
1yzl,A,val,0,172,19,43107d7b
1yzq,A,training,4,164,19,2ccc6f37
1z03,F,training,1,427,13,0faea430
1z06,A,val,0,165,16,a672dd3b
1z08,A,val,0,160,18,207359b0
1z0a,A,training,1,166,13,2a262218
1z0f,A,training,5,167,11,581fe7ae
1z0j,A,training,4,169,18,df4616b0
1z0k,A,training,2,169,20,30b78024
1z0s,A,training,5,249,18,e05421b6
1z29,A,training,4,281,14,93bee2b3
1z2a,A,training,5,164,15,9d28cdd9
1z2n,X,training,3,311,12,f368e39d
1z3c,A,training,2,252,11,edb0ba73
1z3w,A,training,3,430,8,e3b713ff
1z41,A,training,4,327,11,92b4b50a
1z45,A,training,3,674,36,54790922
1z4v,A,training,3,444,8,62bc0788
1z5b,A,training,4,466,17,305a7897
1z7w,A,val,0,320,9,08176f31
1z84,A,training,2,311,10,01775259
1z8d,A,training,1,819,8,f29b5b13
1z8o,A,training,4,402,20,b141e55d
1zar,A,training,2,267,10,b70fb188
1zb6,A,training,5,301,14,6621348d
1zcb,A,training,4,318,16,718880e3
1zch,A,training,3,249,10,5308408f
1zcm,A,training,4,321,6,f109e9b3
1zed,A,testing,0,481,12,1fe73984
1zei,F,training,3,53,6,71a745a1
1zes,A,val,0,121,6,2eabd691
1zfj,A,val,0,463,12,05524e3e
1zg3,A,val,0,358,14,a2365808
1zh4,A,training,3,121,6,d39fd113
1zin,A,training,4,217,22,f1a6a6fc
1zk4,A,training,5,251,18,eb591e08
1zk7,A,training,5,467,23,350a06bd
1zlf,A,training,1,99,11,f816bd11
1zm7,B,training,5,198,18,f65e991c
1zny,A,training,3,183,6,1583afb4
1zos,B,training,1,230,13,3e86aff6
1zot,A,training,1,351,6,2f9fd10f
1zr6,A,training,2,479,25,64e00fd7
1zsq,A,training,1,513,11,ed6f8c0a
1zth,A,training,1,235,9,27aa7294
1zua,X,training,5,317,33,dbcd13d7
1zuw,A,training,1,261,10,0d8d8895
1zxm,A,training,4,373,16,7efe13ff
1zy5,B,training,1,249,9,493328c3
1zy7,B,training,2,362,14,71da09ed
1zz7,B,training,5,174,5,6e7abc93
2a19,B,training,2,263,8,c8c88758
2a1x,A,val,0,253,7,7bb4c506
2a2c,A,training,1,446,25,92e1b2cf
2a2r,A,training,5,210,8,a6d5907e
2a31,A,training,5,223,8,69827f30
2a3b,A,training,2,394,7,dac45242
2a4q,A,training,2,181,11,875ee6b4
2a5d,A,training,1,163,16,49a5577d
2a5h,B,training,3,401,20,1a77e2b9
2a84,A,training,2,277,15,e95a5cd6
2a8t,A,testing,0,192,13,4e2c6be6
2a8y,B,training,1,263,9,4f6f8dbf
2a92,A,training,4,316,16,9a9f4af7
2a94,A,training,3,315,16,abd1425d
2a9z,A,training,1,351,20,3c9f8f82
2aaz,I,training,3,299,10,dbb88034
2acv,A,training,5,461,14,623e1b0d
2ad6,A,training,3,571,16,237ee1c3
2ae2,A,training,2,259,24,3bc413cf
2aeb,A,training,1,314,8,a55adb08
2af4,C,training,5,331,14,91abd321
2afw,B,training,3,323,7,3d6542cd
2ag4,A,training,1,164,7,43663e61
2ag5,C,training,2,244,18,efde70b1
2ag8,A,testing,0,254,17,837106e8
2agd,A,training,2,273,13,aee177a7
2ahr,B,testing,0,250,14,7910fd60
2ahv,C,training,3,512,13,8f900e72
2aiq,A,training,2,231,6,29e977fd
2aj4,A,testing,0,509,14,21219714
2aj8,A,training,3,728,9,fb294f5c
2ak3,A,training,4,226,9,5f47cef3
2an9,A,testing,0,205,11,cdef5c60
2aot,B,val,0,286,19,37ce06d1
2apc,A,training,4,342,15,9128b112
2aqx,A,testing,0,289,12,ba9cec34
2ar8,A,training,2,517,37,016633d4
2arc,A,training,3,161,9,b64e170e
2aru,A,training,4,247,15,9ce89711
2ate,A,val,0,158,9,5950fe9b
2ay1,B,training,3,388,12,04933b49
2az3,B,val,0,151,9,76369a35
2az5,A,training,3,132,8,b202608b
2b1x,A,testing,0,441,7,ae26aae7
2b3d,B,training,1,191,18,04178ea8
2b3v,A,training,3,161,16,41a7f256
2b4q,A,training,2,256,24,a21f4907
2b4r,P,testing,0,334,16,d441ae96
2b56,A,training,1,444,19,ae22003a
2b5w,A,training,1,357,16,77291b6b
2b7n,A,training,5,273,6,fbc982fb
2b7r,A,training,2,568,71,b2e5471d
2b82,A,training,4,211,8,8421dfbf
2b8t,A,training,1,206,12,446e38c5
2b99,E,training,5,152,15,1522649f
2b9h,A,training,4,337,10,e9cbdb64
2bc0,B,training,3,472,21,efe5f4d0
2bd0,A,training,4,240,23,90c46ab7
2bdg,A,training,4,223,6,7e65f8a4
2bei,A,training,1,154,14,365048c0
2bek,A,training,5,244,13,405c8af1
2ber,A,training,4,601,10,62cd60ea
2bfd,A,training,5,374,11,c226ed34
2bfg,C,testing,0,501,10,f0afc801
2bfq,A,training,3,191,14,4a0c74c2
2bgm,A,training,3,267,24,3d1acab6
2bgs,A,training,3,308,22,831f4218
2bh2,A,testing,0,418,12,d5032be2
2bhi,A,training,2,60,8,a570c978
2bi7,A,training,3,383,21,330e0ee5
2bif,A,training,2,432,20,293271d9
2bii,A,testing,0,415,17,991df427
2biw,A,training,5,479,12,898416cd
2bjf,A,training,1,328,6,23b1d5be
2bjk,A,training,3,516,20,7b11a92b
2bju,A,training,3,329,21,3193121c
2bk9,A,training,1,153,11,a458902d
2bkl,A,training,3,676,9,5a2a4f83
2bkx,A,training,2,242,11,8e8eb371
2bl9,A,training,5,216,22,ec61b916
2bln,A,testing,0,298,17,b4754ef2
2bm0,A,training,2,666,10,2577c64a
2bmb,A,training,3,513,17,6d532149
2bmr,A,training,2,437,14,453057c2
2bmw,A,testing,0,295,15,b9522716
2bne,A,training,4,234,13,f5a3cdb4
2bo6,A,training,4,380,5,cef2b0fc
2boy,E,training,2,250,8,b84018bc
2bry,A,training,5,479,19,9fbab34d
2bsy,A,training,5,249,7,2b25345f
2bt4,B,training,5,149,14,e0ffe54b
2btm,B,training,3,250,10,91603280
2bto,B,testing,0,423,14,1aa3c654
2bue,A,training,2,179,26,12a98b59
2bvc,B,training,4,475,21,0186dbbb
2bvf,B,training,1,453,26,bab836da
2bvn,A,training,3,372,26,c14b422d
2bvy,A,training,1,451,6,5dff680c
2bwn,A,training,1,396,9,bd94f7ac
2byc,A,training,2,137,12,37b070ed
2bzg,A,training,2,226,12,822ba43e
2c01,X,testing,0,135,9,a2e7f2f3
2c03,A,training,2,295,12,ef7160e5
2c0r,A,training,2,361,9,7298ec07
2c12,C,training,2,430,31,03fbde44
2c1x,A,training,4,434,11,4f2ee838
2c29,D,val,0,324,26,215fbc42
2c2a,A,val,0,240,13,1bf35a7e
2c31,A,training,1,546,27,3f3f3f17
2c3q,A,training,3,239,9,2b0a4127
2c43,A,training,1,280,17,9e50fbbe
2c49,A,training,1,299,19,8cf9a154
2c4j,A,training,1,217,12,a605b8e0
2c4w,A,training,1,168,10,7dc76bb9
2c5a,B,testing,0,360,39,9e0c0a0e
2c5s,A,val,0,372,8,63f26d65
2c6q,C,training,2,328,21,ba208e8d
2c6z,A,training,5,273,10,e9a16c78
2c77,A,training,5,404,16,046a8721
2c78,A,val,0,397,36,8e5d5c1d
2c80,B,training,1,208,11,83ca1a65
2c81,A,training,5,408,10,4f74f1d4
2c91,I,testing,0,324,25,0ead7163
2c92,A,training,1,147,11,92dbc3b1
2c9e,A,testing,0,317,63,188bb7ff
2c9o,A,testing,0,398,14,e0bc8638
2cbt,A,training,4,111,7,c382fa3c
2cbz,A,training,1,230,10,ad51d7b0
2ccj,A,testing,0,196,8,af896666
2cd8,B,val,0,392,30,7a477e09
2cdc,C,training,4,359,14,cd3d583b
2cdn,A,training,3,186,22,7ccaa468
2cdp,A,training,2,138,5,cf538fb7
2cdu,B,training,5,448,29,c6cf1fe5
2ce7,A,training,1,406,13,4825081a
2cem,B,testing,0,99,11,18a28b7e
2cen,B,training,4,99,11,52d9c6d5
2cfa,A,training,2,179,7,03fb5090
2cfc,D,training,2,250,29,c828d643
2cfg,A,val,0,618,11,8822ea83
2cfi,A,training,5,310,9,ba58a9ea
2cfm,A,testing,0,545,11,37158575
2cfu,A,testing,0,627,10,7815206a
2cgl,A,training,5,470,15,1344d2b8
2ch1,A,testing,0,388,9,0547e2dc
2cir,A,training,4,287,7,0755a1f1
2cit,A,training,2,274,6,85a4bc01
2ciw,A,training,5,298,17,71ba1d16
2cja,A,training,4,464,9,b04acb8a
2cjg,A,training,2,435,8,81e5876a
2cjp,B,training,5,319,8,6185a78d
2cjw,B,training,5,170,13,9d6396e9
2ckf,A,training,1,448,7,e2f8a572
2cnd,A,val,0,260,16,99aec323
2cnt,D,training,5,151,15,ed582318
2cst,B,training,2,411,12,e85be6b3
2cts,A,val,0,437,11,6c0f6742
2cvz,C,training,2,283,16,a71e349f
2cwh,B,training,1,337,19,f045ba92
2cxq,A,training,2,557,11,d7a5c5aa
2cy0,A,training,4,262,12,767da733
2cye,A,training,1,126,15,ea5b7ff8
2d0o,A,training,3,606,14,219cc7bb
2d0v,D,training,3,597,15,b6b6c847
2d1f,B,training,5,349,13,fa768f36
2d1g,A,training,2,481,7,3718b4fc
2d1s,A,training,1,538,20,325e397b
2d24,A,training,2,427,23,d8bd0805
2d37,A,training,4,155,18,9553f858
2d3m,A,testing,0,404,12,9406d219
2d3y,A,testing,0,219,5,4e21b075
2d4n,A,training,1,113,6,b9561200
2d4q,B,training,2,255,10,030eb8d1
2d4v,A,val,0,427,17,b5aefafc
2d7d,A,training,1,621,11,2a238816
2d7f,A,training,5,237,14,2708012a
2d7i,A,training,1,536,14,b01aa8b7
2d81,A,training,4,318,8,d9121259
2db3,B,testing,0,420,13,589051b1
2dbq,A,training,5,327,19,486cc627
2dc1,B,training,5,236,17,d3d05cd1
2dc3,A,training,2,172,12,e6a4ea8b
2dcf,A,training,1,384,7,deb81635
2de3,A,testing,0,344,9,5b5f0ba5
2dfn,A,val,0,165,18,58924fba
2dfv,B,training,2,340,17,ec168dca
2dgk,A,training,1,438,11,b608ac5c
2dhc,A,training,1,310,6,14ea7792
2dio,B,training,4,173,9,3d6f4b99
2djh,A,training,1,96,9,366bd215
2dji,A,training,2,590,22,f87c0daa
2dkd,A,val,0,536,8,748427f1
2dkh,A,training,4,614,19,bb9a9515
2dkn,A,training,1,254,23,715dc3aa
2dlc,X,training,5,339,20,0ba0f36d
2dpm,A,training,1,258,11,1bba2055
2dpy,B,training,2,426,6,e50777aa
2dsa,C,training,2,200,7,acfbe1c8
2dsc,A,training,1,195,5,a51c337a
2dt5,A,val,0,210,16,3e3e9026
2dte,A,training,5,255,24,c153f112
2dvn,A,training,5,186,12,0fe978c7
2dw0,A,val,0,414,11,9b4c5849
2dwu,A,training,4,265,10,d1710069
2dxu,B,testing,0,221,20,712f3556
2e0a,A,training,1,358,13,c7fc3792
2e0n,A,training,3,229,14,fa09d4db
2e1t,A,training,3,440,15,55b47ea6
2e2l,A,val,0,317,7,ba76ceff
2e2p,B,val,0,297,10,9689f31e
2e2r,A,training,5,227,9,230e470f
2e39,A,training,5,336,16,62348608
2e40,A,val,0,459,10,c3d65a3d
2e4v,A,training,2,518,13,d1a12ec0
2e5a,A,training,5,329,17,c3230413
2e5m,B,training,5,403,12,39e11ccb
2e5v,A,training,3,472,26,e6cf39f5
2e6d,B,testing,0,312,23,3c8db5a0
2e77,A,training,2,355,21,25d8fe13
2e7f,A,training,2,262,12,b2b08926
2e7j,B,testing,0,344,10,befccc91
2e7z,A,training,3,727,46,87d86f9e
2e8v,B,training,5,288,12,7d96dec7
2e9m,A,training,1,466,5,948db9da
2ed4,A,training,4,149,22,a61c79f2
2efj,A,training,4,348,20,ab45a862
2eg5,A,training,5,344,21,5a0ec408
2ei4,A,training,4,238,15,f019d766
2eix,B,training,5,243,13,de893137
2eju,A,training,1,371,11,ff3b9b64
2ekg,A,training,3,288,15,a672d50a
2ekp,A,training,4,238,20,cbb7af8c
2epn,A,testing,0,623,10,d2737cfd
2eug,A,training,5,225,7,44a6a226
2ev4,A,training,2,186,12,585e3118
2eva,A,training,5,295,7,74241f62
2evw,X,training,1,166,14,2fe82e30
2ew5,A,training,5,166,12,28a62e86
2ewe,A,training,4,352,5,4828a52c
2ewm,A,training,4,233,19,34543afa
2ex6,A,training,1,450,5,75d3c685
2exj,A,training,1,533,8,a0f6ffd1
2ez8,B,training,2,585,41,112ffaaf
2f17,A,training,1,255,21,141c8666
2f1c,X,training,1,252,5,b5a408db
2f1k,C,training,3,276,18,44693730
2f2g,A,testing,0,211,6,494b3f1a
2f2h,F,training,5,773,14,18d72a93
2f2u,B,training,2,383,10,d3f49ae8
2f3d,A,training,3,328,20,00c4d162
2f3k,B,training,5,99,8,57b98178
2f57,B,training,5,299,10,9e0ef193
2f59,A,val,0,146,9,ba2f6b69
2f5v,A,training,4,577,24,5eb0dc6c
2f69,A,training,4,244,9,97f661f1
2f6d,A,training,4,492,10,86ac758b
2f6x,A,training,5,231,8,3f7fd2f3
2f7a,B,training,2,213,5,b7b8b5b0
2f7c,A,training,1,216,7,bb553640
2f7d,A,testing,0,215,7,9d70189c
2f99,B,training,2,141,9,95515a96
2f9l,A,testing,0,173,15,9de7d915
2f9w,A,training,3,243,6,3a055253
2fa0,A,training,1,450,20,7820257f
2faq,B,training,3,295,10,e2154974
2fb2,A,training,4,327,9,e806fe56
